"券商","買進","賣出","買賣超","佔成交比重","日期"
"新光","0","11","11","2.28%","2018-5-3"
"瑞士信貸","0","10","10","2.07%","2018-5-3"
"統一-仁愛","0","10","10","2.07%","2018-5-3"
"美商高盛","0","10","10","2.07%","2018-5-3"
"富邦-台南","0","10","10","2.07%","2018-5-3"
"新加坡商瑞銀","0","10","10","2.07%","2018-5-3"
"華南永昌-潮州","0","10","10","2.07%","2018-5-3"
"永豐金-博愛","0","8","8","1.66%","2018-5-3"
"富邦-敦南","0","8","8","1.66%","2018-5-3"
"宏遠-館前","0","8","8","1.66%","2018-5-3"
"日盛-台南","0","73","73","15.11%","2018-5-4"
"國票-北投","2","26","24","4.97%","2018-5-4"
"新光","0","20","20","4.14%","2018-5-4"
"瑞士信貸","0","20","20","4.14%","2018-5-4"
"元大-東蘆","0","12","12","2.48%","2018-5-4"
"群益金鼎-屏東","0","11","11","2.28%","2018-5-4"
"港商德意志","0","10","10","2.07%","2018-5-4"
"日盛-大墩","0","10","10","2.07%","2018-5-4"
"元富-大裕","0","10","10","2.07%","2018-5-4"
"富邦-台南","0","10","10","2.07%","2018-5-4"
"兆豐-板橋","0","10","10","2.07%","2018-5-4"
"統一","0","10","10","2.07%","2018-5-4"
"宏遠-高雄","0","8","8","1.66%","2018-5-4"
"日進","0","8","8","1.66%","2018-5-4"
"玉山-雙和","0","8","8","1.66%","2018-5-4"
"華南永昌","0","73","73","15.11%","2018-5-7"
"玉山-板橋","2","26","24","4.97%","2018-5-7"
"永豐金-中正","0","20","20","4.14%","2018-5-7"
"瑞士信貸","0","20","20","4.14%","2018-5-7"
"華南永昌-潮州","0","12","12","2.48%","2018-5-7"
"台新-台中","0","11","11","2.28%","2018-5-7"
"康和-永和","0","10","10","2.07%","2018-5-7"
"新加坡商瑞銀","0","10","10","2.07%","2018-5-7"
"國泰-新莊","0","10","10","2.07%","2018-5-7"
"群益金鼎-民權","0","10","10","2.07%","2018-5-7"
"凱基-桃園","0","10","10","2.07%","2018-5-7"
"元大-大雅","0","10","10","2.07%","2018-5-7"
"元大","0","8","8","1.66%","2018-5-7"
"元大-東蘆","0","8","8","1.66%","2018-5-7"
"群益金鼎-丹鳳","0","8","8","1.66%","2018-5-7"
"新加坡商瑞銀","0","73","73","15.11%","2018-5-8"
"康和-永和","2","26","24","4.97%","2018-5-8"
"兆豐-台中港","0","20","20","4.14%","2018-5-8"
"富邦-延吉","0","20","20","4.14%","2018-5-8"
"美商高盛","0","12","12","2.48%","2018-5-8"
"群益金鼎-南京","0","11","11","2.28%","2018-5-8"
"元富-宜蘭","0","10","10","2.07%","2018-5-8"
"國泰-板橋","0","10","10","2.07%","2018-5-8"
"瑞士信貸","0","10","10","2.07%","2018-5-8"
"元大-左營","0","10","10","2.07%","2018-5-8"
"永豐金-博愛","0","10","10","2.07%","2018-5-8"
"新光","0","10","10","2.07%","2018-5-8"
"臺銀-民權","0","8","8","1.66%","2018-5-8"
"港商野村","0","8","8","1.66%","2018-5-8"
"港商德意志","0","8","8","1.66%","2018-5-8"
"國票-長城","0","73","73","15.11%","2018-5-9"
"元大-開元","2","26","24","4.97%","2018-5-9"
"元大-大甲","0","20","20","4.14%","2018-5-9"
"元大-嘉義","0","20","20","4.14%","2018-5-9"
"(牛牛牛)亞-網路","0","12","12","2.48%","2018-5-9"
"康和-永和","0","11","11","2.28%","2018-5-9"
"大慶-富順","0","10","10","2.07%","2018-5-9"
"日盛-八德","0","10","10","2.07%","2018-5-9"
"新加坡商瑞銀","0","10","10","2.07%","2018-5-9"
"玉山-士林","0","10","10","2.07%","2018-5-9"
"永豐金-萬盛","0","10","10","2.07%","2018-5-9"
"富邦-民生","0","10","10","2.07%","2018-5-9"
"元大-基隆孝二","0","8","8","1.66%","2018-5-9"
"日盛-大墩","0","8","8","1.66%","2018-5-9"
"大昌-安康","0","8","8","1.66%","2018-5-9"
"新加坡商瑞銀","0","73","73","15.11%","2018-5-10"
"國票-北投","2","26","24","4.97%","2018-5-10"
"元大-四維","0","20","20","4.14%","2018-5-10"
"元富-大裕","0","20","20","4.14%","2018-5-10"
"永豐金-天母","0","12","12","2.48%","2018-5-10"
"土銀-新竹","0","11","11","2.28%","2018-5-10"
"康和-永和","0","10","10","2.07%","2018-5-10"
"大昌-安康","0","10","10","2.07%","2018-5-10"
"國泰-板橋","0","10","10","2.07%","2018-5-10"
"大慶-富順","0","10","10","2.07%","2018-5-10"
"日盛-木柵","0","10","10","2.07%","2018-5-10"
"日盛-大墩","0","10","10","2.07%","2018-5-10"
"中國信託-三重","0","8","8","1.66%","2018-5-10"
"瑞士信貸","0","8","8","1.66%","2018-5-10"
"德信","0","8","8","1.66%","2018-5-10"
"瑞士信貸","0","73","73","15.11%","2018-5-11"
"元大-新莊","2","26","24","4.97%","2018-5-11"
"福勝","0","20","20","4.14%","2018-5-11"
"永豐金-南京","0","20","20","4.14%","2018-5-11"
"美商高盛","0","12","12","2.48%","2018-5-11"
"元大-彰化","0","11","11","2.28%","2018-5-11"
"日盛-文化","0","10","10","2.07%","2018-5-11"
"國票-九鼎","0","10","10","2.07%","2018-5-11"
"統一-古亭","0","10","10","2.07%","2018-5-11"
"永豐金-潮州","0","10","10","2.07%","2018-5-11"
"統一-高雄","0","10","10","2.07%","2018-5-11"
"元富-大裕","0","10","10","2.07%","2018-5-11"
"德信","0","8","8","1.66%","2018-5-11"
"日盛-宜蘭","0","8","8","1.66%","2018-5-11"
"鑫豐","0","8","8","1.66%","2018-5-11"
"統一","0","73","73","15.11%","2018-5-14"
"群益金鼎-三民","2","26","24","4.97%","2018-5-14"
"中國信託-新竹","0","20","20","4.14%","2018-5-14"
"日盛-大墩","0","20","20","4.14%","2018-5-14"
"永豐金-中正","0","12","12","2.48%","2018-5-14"
"中國信託","0","11","11","2.28%","2018-5-14"
"國泰","0","10","10","2.07%","2018-5-14"
"華南永昌","0","10","10","2.07%","2018-5-14"
"元大-南京","0","10","10","2.07%","2018-5-14"
"瑞士信貸","0","10","10","2.07%","2018-5-14"
"華南永昌-民權","0","10","10","2.07%","2018-5-14"
"富邦-延吉","0","10","10","2.07%","2018-5-14"
"元大-板橋三民","0","8","8","1.66%","2018-5-14"
"玉山-桃園","0","8","8","1.66%","2018-5-14"
"凱基-埔墘","0","8","8","1.66%","2018-5-14"
"統一-板橋","0","73","73","15.11%","2018-5-15"
"新光-台中","2","26","24","4.97%","2018-5-15"
"富邦-嘉義","0","20","20","4.14%","2018-5-15"
"群益金鼎-土城","0","20","20","4.14%","2018-5-15"
"玉山","0","12","12","2.48%","2018-5-15"
"統一-南京","0","11","11","2.28%","2018-5-15"
"元大-敦南","0","10","10","2.07%","2018-5-15"
"宏遠-高雄","0","10","10","2.07%","2018-5-15"
"玉山-士林","0","10","10","2.07%","2018-5-15"
"華南永昌-公誠","0","10","10","2.07%","2018-5-15"
"華南永昌-台中","0","10","10","2.07%","2018-5-15"
"富邦-延吉","0","10","10","2.07%","2018-5-15"
"元大","0","8","8","1.66%","2018-5-15"
"凱基-台北","0","8","8","1.66%","2018-5-15"
"元富-文心","0","8","8","1.66%","2018-5-15"
"新光-高雄","0","73","73","15.11%","2018-5-16"
"元大-開元","2","26","24","4.97%","2018-5-16"
"玉山-台中","0","20","20","4.14%","2018-5-16"
"華南永昌-南京","0","20","20","4.14%","2018-5-16"
"華南永昌-高雄","0","12","12","2.48%","2018-5-16"
"統一-屏東","0","11","11","2.28%","2018-5-16"
"大昌-新店","0","10","10","2.07%","2018-5-16"
"大昌-樹林","0","10","10","2.07%","2018-5-16"
"元大-彰化","0","10","10","2.07%","2018-5-16"
"新光","0","10","10","2.07%","2018-5-16"
"臺銀-臺中","0","10","10","2.07%","2018-5-16"
"元大-新竹經國","0","10","10","2.07%","2018-5-16"
"華南永昌-台中","0","8","8","1.66%","2018-5-16"
"元大-西門","0","8","8","1.66%","2018-5-16"
"兆豐-新莊","0","8","8","1.66%","2018-5-16"
"日盛-斗六","0","73","73","15.11%","2018-5-17"
"華南永昌-南京","2","26","24","4.97%","2018-5-17"
"國票-九鼎","0","20","20","4.14%","2018-5-17"
"元富-城東","0","20","20","4.14%","2018-5-17"
"統一-高雄","0","12","12","2.48%","2018-5-17"
"永豐金-潮州","0","11","11","2.28%","2018-5-17"
"元大-館前","0","10","10","2.07%","2018-5-17"
"中國信託-三重","0","10","10","2.07%","2018-5-17"
"富邦-高雄","0","10","10","2.07%","2018-5-17"
"群益金鼎-開元","0","10","10","2.07%","2018-5-17"
"元大-古亭","0","10","10","2.07%","2018-5-17"
"國泰-高雄","0","10","10","2.07%","2018-5-17"
"富邦-天母","0","8","8","1.66%","2018-5-17"
"統一-屏東","0","8","8","1.66%","2018-5-17"
"第一金-新竹","0","8","8","1.66%","2018-5-17"
"富邦","0","73","73","15.11%","2018-5-18"
"永豐金-信義","2","26","24","4.97%","2018-5-18"
"國票-敦北法人","0","20","20","4.14%","2018-5-18"
"富邦-建國","0","20","20","4.14%","2018-5-18"
"宏遠","0","12","12","2.48%","2018-5-18"
"統一-台中","0","11","11","2.28%","2018-5-18"
"元大","0","10","10","2.07%","2018-5-18"
"台灣匯立證券","0","10","10","2.07%","2018-5-18"
"永豐金-南京","0","10","10","2.07%","2018-5-18"
"中國信託-三重","0","10","10","2.07%","2018-5-18"
"大鼎","0","10","10","2.07%","2018-5-18"
"統一-南京","0","10","10","2.07%","2018-5-18"
"元大-新壢","0","8","8","1.66%","2018-5-18"
"永豐金-潮州","0","8","8","1.66%","2018-5-18"
"元大-南京","0","8","8","1.66%","2018-5-18"
"兆豐-東門","0","73","73","15.11%","2018-5-21"
"宏遠","2","26","24","4.97%","2018-5-21"
"凱基-台北","0","20","20","4.14%","2018-5-21"
"統一-南京","0","20","20","4.14%","2018-5-21"
"元富-台中","0","12","12","2.48%","2018-5-21"
"瑞士信貸","0","11","11","2.28%","2018-5-21"
"國泰-忠孝","0","10","10","2.07%","2018-5-21"
"玉山-雙和","0","10","10","2.07%","2018-5-21"
"凱基-竹北","0","10","10","2.07%","2018-5-21"
"新光","0","10","10","2.07%","2018-5-21"
"富邦-敦南","0","10","10","2.07%","2018-5-21"
"華南永昌-南京","0","10","10","2.07%","2018-5-21"
"凱基-南京(停)","0","8","8","1.66%","2018-5-21"
"中國信託-忠孝","0","8","8","1.66%","2018-5-21"
"港商德意志","0","8","8","1.66%","2018-5-21"
"中國信託-三重","0","73","73","15.11%","2018-5-22"
"統一-內湖","2","26","24","4.97%","2018-5-22"
"玉山-新莊","0","20","20","4.14%","2018-5-22"
"瑞士信貸","0","20","20","4.14%","2018-5-22"
"日盛-斗六","0","12","12","2.48%","2018-5-22"
"國票-北高雄","0","11","11","2.28%","2018-5-22"
"元大-八德","0","10","10","2.07%","2018-5-22"
"美商高盛","0","10","10","2.07%","2018-5-22"
"統一-城中","0","10","10","2.07%","2018-5-22"
"元大-西屯","0","10","10","2.07%","2018-5-22"
"元大-草屯","0","10","10","2.07%","2018-5-22"
"元大-前金","0","10","10","2.07%","2018-5-22"
"日盛-忠孝","0","8","8","1.66%","2018-5-22"
"新光","0","8","8","1.66%","2018-5-22"
"國泰-忠孝","0","8","8","1.66%","2018-5-22"
"新光-台中","0","73","73","15.11%","2018-5-23"
"港商德意志","2","26","24","4.97%","2018-5-23"
"華南永昌-南京","0","20","20","4.14%","2018-5-23"
"國票-安和","0","20","20","4.14%","2018-5-23"
"台新","0","12","12","2.48%","2018-5-23"
"群益金鼎-丹鳳","0","11","11","2.28%","2018-5-23"
"新加坡商瑞銀","0","10","10","2.07%","2018-5-23"
"新光","0","10","10","2.07%","2018-5-23"
"群益金鼎-忠孝","0","10","10","2.07%","2018-5-23"
"日盛-新竹","0","10","10","2.07%","2018-5-23"
"永豐金-光復","0","10","10","2.07%","2018-5-23"
"元大-民雄","0","10","10","2.07%","2018-5-23"
"群益金鼎-高雄","0","8","8","1.66%","2018-5-23"
"日盛-三峽","0","8","8","1.66%","2018-5-23"
"大昌-安康","0","8","8","1.66%","2018-5-23"
"元大-大松山","0","73","73","15.11%","2018-5-24"
"國票-北投","2","26","24","4.97%","2018-5-24"
"中國信託-忠孝","0","20","20","4.14%","2018-5-24"
"凱基-城中","0","20","20","4.14%","2018-5-24"
"元大-敦化","0","12","12","2.48%","2018-5-24"
"新光-台中","0","11","11","2.28%","2018-5-24"
"群益金鼎-屏東","0","10","10","2.07%","2018-5-24"
"大昌-樹林","0","10","10","2.07%","2018-5-24"
"國票-九鼎","0","10","10","2.07%","2018-5-24"
"大昌-新店","0","10","10","2.07%","2018-5-24"
"中國信託-高雄","0","10","10","2.07%","2018-5-24"
"群益金鼎-鳳山","0","10","10","2.07%","2018-5-24"
"安泰","0","8","8","1.66%","2018-5-24"
"永豐金","0","8","8","1.66%","2018-5-24"
"永豐金-中壢","0","8","8","1.66%","2018-5-24"
"宏遠","0","73","73","15.11%","2018-5-25"
"永豐金-南京","2","26","24","4.97%","2018-5-25"
"台新","0","20","20","4.14%","2018-5-25"
"港商野村","0","20","20","4.14%","2018-5-25"
"美林","0","12","12","2.48%","2018-5-25"
"元富-城東","0","11","11","2.28%","2018-5-25"
"聯邦-興中","0","10","10","2.07%","2018-5-25"
"富邦-嘉義","0","10","10","2.07%","2018-5-25"
"富邦-板橋","0","10","10","2.07%","2018-5-25"
"元大-板橋三民","0","10","10","2.07%","2018-5-25"
"富邦-仁愛","0","10","10","2.07%","2018-5-25"
"國票-北投","0","10","10","2.07%","2018-5-25"
"大展","0","8","8","1.66%","2018-5-25"
"日盛","0","8","8","1.66%","2018-5-25"
"兆豐-中壢","0","8","8","1.66%","2018-5-25"
"凱基-城中","0","73","73","15.11%","2018-5-28"
"富邦","2","26","24","4.97%","2018-5-28"
"新光","0","20","20","4.14%","2018-5-28"
"港商德意志","0","20","20","4.14%","2018-5-28"
"華南永昌-鶯歌","0","12","12","2.48%","2018-5-28"
"凱基-東勢","0","11","11","2.28%","2018-5-28"
"統一-平鎮","0","10","10","2.07%","2018-5-28"
"大鼎","0","10","10","2.07%","2018-5-28"
"兆豐-埔墘","0","10","10","2.07%","2018-5-28"
"大昌-新店","0","10","10","2.07%","2018-5-28"
"元大-樹板","0","10","10","2.07%","2018-5-28"
"兆豐-彰化","0","10","10","2.07%","2018-5-28"
"康和","0","8","8","1.66%","2018-5-28"
"永興","0","8","8","1.66%","2018-5-28"
"元大-豐原站前","0","8","8","1.66%","2018-5-28"
"富邦","0","73","73","15.11%","2018-5-29"
"第一金-中壢","2","26","24","4.97%","2018-5-29"
"台新","0","20","20","4.14%","2018-5-29"
"群益金鼎-三民","0","20","20","4.14%","2018-5-29"
"台新-台南","0","12","12","2.48%","2018-5-29"
"群益金鼎-中壢","0","11","11","2.28%","2018-5-29"
"富邦-板橋","0","10","10","2.07%","2018-5-29"
"凱基-城中","0","10","10","2.07%","2018-5-29"
"大昌-安康","0","10","10","2.07%","2018-5-29"
"華南永昌-高雄","0","10","10","2.07%","2018-5-29"
"凱基-湖口","0","10","10","2.07%","2018-5-29"
"日盛-景美","0","10","10","2.07%","2018-5-29"
"富邦-民生","0","8","8","1.66%","2018-5-29"
"元大-新壢","0","8","8","1.66%","2018-5-29"
"元大-蘆洲","0","8","8","1.66%","2018-5-29"
"元大-左營","0","73","73","15.11%","2018-5-30"
"永豐金-復興","2","26","24","4.97%","2018-5-30"
"日盛-景美","0","20","20","4.14%","2018-5-30"
"國票-北高雄","0","20","20","4.14%","2018-5-30"
"美商高盛","0","12","12","2.48%","2018-5-30"
"永豐金-數位","0","11","11","2.28%","2018-5-30"
"新加坡商瑞銀","0","10","10","2.07%","2018-5-30"
"凱基-民權","0","10","10","2.07%","2018-5-30"
"元大-敦化","0","10","10","2.07%","2018-5-30"
"元富-潮州","0","10","10","2.07%","2018-5-30"
"宏遠-高雄","0","10","10","2.07%","2018-5-30"
"元富-同大","0","10","10","2.07%","2018-5-30"
"凱基-台北","0","8","8","1.66%","2018-5-30"
"凱基-桃園","0","8","8","1.66%","2018-5-30"
"群益金鼎-忠孝","0","8","8","1.66%","2018-5-30"
"瑞士信貸","0","73","73","15.11%","2018-5-31"
"元富-四維","2","26","24","4.97%","2018-5-31"
"元大-大甲","0","20","20","4.14%","2018-5-31"
"永豐金-中正","0","20","20","4.14%","2018-5-31"
"元富-三重","0","12","12","2.48%","2018-5-31"
"美林","0","11","11","2.28%","2018-5-31"
"康和-永和","0","10","10","2.07%","2018-5-31"
"日盛-復興","0","10","10","2.07%","2018-5-31"
"元大-八德","0","10","10","2.07%","2018-5-31"
"新光","0","10","10","2.07%","2018-5-31"
"兆豐-埔墘","0","10","10","2.07%","2018-5-31"
"港商德意志","0","10","10","2.07%","2018-5-31"
"富邦-木柵","0","8","8","1.66%","2018-5-31"
"宏遠-高雄","0","8","8","1.66%","2018-5-31"
"群益金鼎-高雄","0","8","8","1.66%","2018-5-31"
"永豐金-南京","0","73","73","15.11%","2018-6-1"
"永豐金-中正","2","26","24","4.97%","2018-6-1"
"國票-北高雄","0","20","20","4.14%","2018-6-1"
"元富-同大","0","20","20","4.14%","2018-6-1"
"元富-西松","0","12","12","2.48%","2018-6-1"
"統一-三多","0","11","11","2.28%","2018-6-1"
"第一金-彰化","0","10","10","2.07%","2018-6-1"
"富邦-新營","0","10","10","2.07%","2018-6-1"
"元富-草屯","0","10","10","2.07%","2018-6-1"
"臺銀-鳳山","0","10","10","2.07%","2018-6-1"
"元大-新竹經國","0","10","10","2.07%","2018-6-1"
"元富-新店","0","10","10","2.07%","2018-6-1"
"中國信託-新竹","0","8","8","1.66%","2018-6-1"
"元富-台南","0","8","8","1.66%","2018-6-1"
"華南永昌-楠梓","0","8","8","1.66%","2018-6-1"
"瑞士信貸","0","73","73","15.11%","2018-6-4"
"港商德意志","2","26","24","4.97%","2018-6-4"
"兆豐-城中","0","20","20","4.14%","2018-6-4"
"美商高盛","0","20","20","4.14%","2018-6-4"
"永豐金-復興","0","12","12","2.48%","2018-6-4"
"新加坡商瑞銀","0","11","11","2.28%","2018-6-4"
"國泰-高雄","0","10","10","2.07%","2018-6-4"
"中國信託-忠孝","0","10","10","2.07%","2018-6-4"
"美林","0","10","10","2.07%","2018-6-4"
"元富-板橋","0","10","10","2.07%","2018-6-4"
"第一金-中和","0","10","10","2.07%","2018-6-4"
"群益金鼎-宜蘭","0","10","10","2.07%","2018-6-4"
"元大-華山","0","8","8","1.66%","2018-6-4"
"永豐金-高雄","0","8","8","1.66%","2018-6-4"
"凱基-復興","0","8","8","1.66%","2018-6-4"
"日盛-斗六","0","73","73","15.11%","2018-6-5"
"富邦","2","26","24","4.97%","2018-6-5"
"國票-北高雄","0","20","20","4.14%","2018-6-5"
"新加坡商瑞銀","0","20","20","4.14%","2018-6-5"
"元富-板橋","0","12","12","2.48%","2018-6-5"
"大昌-新店","0","11","11","2.28%","2018-6-5"
"新光","0","10","10","2.07%","2018-6-5"
"兆豐-高雄","0","10","10","2.07%","2018-6-5"
"日茂-南投","0","10","10","2.07%","2018-6-5"
"新百王","0","10","10","2.07%","2018-6-5"
"玉山-左營","0","10","10","2.07%","2018-6-5"
"台新","0","10","10","2.07%","2018-6-5"
"元富-文心","0","8","8","1.66%","2018-6-5"
"元大-樹林","0","8","8","1.66%","2018-6-5"
"元富-世貿","0","8","8","1.66%","2018-6-5"
"新光-高雄","0","73","73","15.11%","2018-6-6"
"瑞士信貸","2","26","24","4.97%","2018-6-6"
"新光","0","20","20","4.14%","2018-6-6"
"新加坡商瑞銀","0","20","20","4.14%","2018-6-6"
"鑫豐","0","12","12","2.48%","2018-6-6"
"美商高盛","0","11","11","2.28%","2018-6-6"
"元富-大裕","0","10","10","2.07%","2018-6-6"
"元大-汐止","0","10","10","2.07%","2018-6-6"
"第一金-彰化","0","10","10","2.07%","2018-6-6"
"元大-板橋三民","0","10","10","2.07%","2018-6-6"
"永豐金-板盛","0","10","10","2.07%","2018-6-6"
"台新-三民","0","10","10","2.07%","2018-6-6"
"富邦-北港","0","8","8","1.66%","2018-6-6"
"富邦-板橋","0","8","8","1.66%","2018-6-6"
"富邦-嘉義","0","8","8","1.66%","2018-6-6"
"美林","0","73","73","15.11%","2018-6-7"
"元大-古亭","2","26","24","4.97%","2018-6-7"
"永豐金-中和","0","20","20","4.14%","2018-6-7"
"華南永昌-彰化","0","20","20","4.14%","2018-6-7"
"瑞士信貸","0","12","12","2.48%","2018-6-7"
"統一-士林","0","11","11","2.28%","2018-6-7"
"元大-內湖","0","10","10","2.07%","2018-6-7"
"統一-南京","0","10","10","2.07%","2018-6-7"
"元大-樹林","0","10","10","2.07%","2018-6-7"
"群益金鼎-海山","0","10","10","2.07%","2018-6-7"
"國泰-桃園","0","10","10","2.07%","2018-6-7"
"石橋","0","10","10","2.07%","2018-6-7"
"元富-同大","0","8","8","1.66%","2018-6-7"
"凱基-中山","0","8","8","1.66%","2018-6-7"
"元大-台中","0","8","8","1.66%","2018-6-7"
"永豐金-南京","0","73","73","15.11%","2018-6-8"
"凱基-台北","2","26","24","4.97%","2018-6-8"
"國票-內壢","0","20","20","4.14%","2018-6-8"
"兆豐-忠孝","0","20","20","4.14%","2018-6-8"
"元大-忠孝鼎富","0","12","12","2.48%","2018-6-8"
"元大-古亭","0","11","11","2.28%","2018-6-8"
"美林","0","10","10","2.07%","2018-6-8"
"元大-苗栗","0","10","10","2.07%","2018-6-8"
"台灣摩根士丹利","0","10","10","2.07%","2018-6-8"
"新光-台南","0","10","10","2.07%","2018-6-8"
"元大-新莊","0","10","10","2.07%","2018-6-8"
"永豐金-敦南","0","10","10","2.07%","2018-6-8"
"永豐金-五權","0","8","8","1.66%","2018-6-8"
"兆豐-復興","0","8","8","1.66%","2018-6-8"
"元富-草屯","0","8","8","1.66%","2018-6-8"
"華南永昌-南京","0","73","73","15.11%","2018-6-11"
"日盛-斗六","2","26","24","4.97%","2018-6-11"
"富邦","0","20","20","4.14%","2018-6-11"
"中國信託-忠孝","0","20","20","4.14%","2018-6-11"
"統一-板橋","0","12","12","2.48%","2018-6-11"
"美林","0","11","11","2.28%","2018-6-11"
"群益金鼎-嘉義","0","10","10","2.07%","2018-6-11"
"永豐金-松山","0","10","10","2.07%","2018-6-11"
"兆豐-復興","0","10","10","2.07%","2018-6-11"
"元富-四維","0","10","10","2.07%","2018-6-11"
"新加坡商瑞銀","0","10","10","2.07%","2018-6-11"
"大展","0","10","10","2.07%","2018-6-11"
"凱基-土城","0","8","8","1.66%","2018-6-11"
"元大-草屯","0","8","8","1.66%","2018-6-11"
"凱基-站前","0","8","8","1.66%","2018-6-11"
"臺灣企銀-桃園","0","73","73","15.11%","2018-6-12"
"元富-永和","2","26","24","4.97%","2018-6-12"
"永豐金-中壢","0","20","20","4.14%","2018-6-12"
"元大-竹科","0","20","20","4.14%","2018-6-12"
"元富-文心","0","12","12","2.48%","2018-6-12"
"元大-承德","0","11","11","2.28%","2018-6-12"
"元富-中壢","0","10","10","2.07%","2018-6-12"
"國票-台東","0","10","10","2.07%","2018-6-12"
"日盛-木柵","0","10","10","2.07%","2018-6-12"
"凱基-永和","0","10","10","2.07%","2018-6-12"
"華南永昌-台中","0","10","10","2.07%","2018-6-12"
"臺銀-金山","0","10","10","2.07%","2018-6-12"
"聯邦-大業","0","8","8","1.66%","2018-6-12"
"日盛-台中","0","8","8","1.66%","2018-6-12"
"元大-成功","0","8","8","1.66%","2018-6-12"
"統一-仁愛","0","73","73","15.11%","2018-6-13"
"凱基-台北","2","26","24","4.97%","2018-6-13"
"國票-北投","0","20","20","4.14%","2018-6-13"
"華南永昌-南京","0","20","20","4.14%","2018-6-13"
"第一金-彰化","0","12","12","2.48%","2018-6-13"
"永豐金-南京","0","11","11","2.28%","2018-6-13"
"元富-大裕","0","10","10","2.07%","2018-6-13"
"國泰-高雄","0","10","10","2.07%","2018-6-13"
"兆豐-忠孝","0","10","10","2.07%","2018-6-13"
"國票-內壢","0","10","10","2.07%","2018-6-13"
"凱基-三重","0","10","10","2.07%","2018-6-13"
"凱基-士林","0","10","10","2.07%","2018-6-13"
"兆豐-景美","0","8","8","1.66%","2018-6-13"
"新光-台中","0","8","8","1.66%","2018-6-13"
"日盛-雙和","0","8","8","1.66%","2018-6-13"
"統一","0","73","73","15.11%","2018-6-14"
"台新","2","26","24","4.97%","2018-6-14"
"美林","0","20","20","4.14%","2018-6-14"
"富邦","0","20","20","4.14%","2018-6-14"
"富邦-虎尾","0","12","12","2.48%","2018-6-14"
"大展","0","11","11","2.28%","2018-6-14"
"國票-長城","0","10","10","2.07%","2018-6-14"
"日盛","0","10","10","2.07%","2018-6-14"
"富邦-新竹華信","0","10","10","2.07%","2018-6-14"
"富邦-建國","0","10","10","2.07%","2018-6-14"
"台灣摩根士丹利","0","10","10","2.07%","2018-6-14"
"凱基-豐中","0","10","10","2.07%","2018-6-14"
"台中銀-豐原","0","8","8","1.66%","2018-6-14"
"兆豐-虎尾","0","8","8","1.66%","2018-6-14"
"臺銀","0","8","8","1.66%","2018-6-14"
"美林","0","73","73","15.11%","2018-6-15"
"永豐金-大稻埕","2","26","24","4.97%","2018-6-15"
"華南永昌-東昇","0","20","20","4.14%","2018-6-15"
"元大-內湖","0","20","20","4.14%","2018-6-15"
"富邦-新竹華信","0","12","12","2.48%","2018-6-15"
"康和","0","11","11","2.28%","2018-6-15"
"國票-敦北法人","0","10","10","2.07%","2018-6-15"
"台中銀-豐原","0","10","10","2.07%","2018-6-15"
"玉山-新莊","0","10","10","2.07%","2018-6-15"
"大昌-樹林","0","10","10","2.07%","2018-6-15"
"國票-南港","0","10","10","2.07%","2018-6-15"
"華南永昌-大安","0","10","10","2.07%","2018-6-15"
"元大-林森","0","8","8","1.66%","2018-6-15"
"元富-世貿","0","8","8","1.66%","2018-6-15"
"元大-新竹經國","0","8","8","1.66%","2018-6-15"
"日盛-斗六","0","73","73","15.11%","2018-6-19"
"美林","2","26","24","4.97%","2018-6-19"
"富邦-板橋","0","20","20","4.14%","2018-6-19"
"日盛-內湖","0","20","20","4.14%","2018-6-19"
"安泰","0","12","12","2.48%","2018-6-19"
"元大-南投","0","11","11","2.28%","2018-6-19"
"凱基-基隆","0","10","10","2.07%","2018-6-19"
"大慶-中壢","0","10","10","2.07%","2018-6-19"
"元大-新竹經國","0","10","10","2.07%","2018-6-19"
"元大-北成功","0","10","10","2.07%","2018-6-19"
"台灣摩根士丹利","0","10","10","2.07%","2018-6-19"
"富邦-台北","0","10","10","2.07%","2018-6-19"
"國泰-館前","0","8","8","1.66%","2018-6-19"
"兆豐-城中","0","8","8","1.66%","2018-6-19"
"群益金鼎-南京","0","8","8","1.66%","2018-6-19"
"新光","0","73","73","15.11%","2018-6-20"
"凱基-板橋","2","26","24","4.97%","2018-6-20"
"元富","0","20","20","4.14%","2018-6-20"
"玉山-高雄","0","20","20","4.14%","2018-6-20"
"永豐金-敦南","0","12","12","2.48%","2018-6-20"
"富邦-民生","0","11","11","2.28%","2018-6-20"
"元大-新莊","0","10","10","2.07%","2018-6-20"
"兆豐-松德","0","10","10","2.07%","2018-6-20"
"永興-水湳","0","10","10","2.07%","2018-6-20"
"富邦-新店","0","10","10","2.07%","2018-6-20"
"元大-大益","0","10","10","2.07%","2018-6-20"
"元大-南屯","0","10","10","2.07%","2018-6-20"
"富邦-建國","0","8","8","1.66%","2018-6-20"
"群益金鼎-南京","0","8","8","1.66%","2018-6-20"
"凱基-竹科","0","8","8","1.66%","2018-6-20"
"日盛-斗六","0","73","73","15.11%","2018-6-21"
"國票-北高雄","2","26","24","4.97%","2018-6-21"
"第一金-彰化","0","20","20","4.14%","2018-6-21"
"兆豐-台中港","0","20","20","4.14%","2018-6-21"
"大鼎","0","12","12","2.48%","2018-6-21"
"富邦-陽明","0","11","11","2.28%","2018-6-21"
