"券商","買進","賣出","買賣超","佔成交比重","日期"
"富邦-八德(停)","0","10","10","2.07%","2018-4-26"
"國泰-高雄","10","1","9","1.86%","2018-4-26"
"新光","0","8","8","1.66%","2018-4-26"
"日盛-大墩","8","0","8","1.66%","2018-4-26"
"統一-士林","0","8","8","1.66%","2018-4-26"
"玉山","8","1","7","1.45%","2018-4-26"
"日盛-園區","0","8","8","1.66%","2018-4-26"
"瑞士信貸","48","7","41","8.49%","2018-4-27"
"日盛-台南","0","73","73","15.11%","2018-4-27"
"美商高盛","29","0","29","6%","2018-4-27"
"台新","2","26","24","4.97%","2018-4-27"
"玉山-新莊","27","0","27","5.59%","2018-4-27"
"統一-南京","0","20","20","4.14%","2018-4-27"
"港商德意志","23","0","23","4.76%","2018-4-27"
"致和-佳里","0","20","20","4.14%","2018-4-27"
"新光","15","0","15","3.11%","2018-4-27"
"富邦-民生","0","12","12","2.48%","2018-4-27"
"富邦-內湖","13","0","13","2.69%","2018-4-27"
"元富-城中","0","11","11","2.28%","2018-4-27"
"元大-新和平","16","5","11","2.28%","2018-4-27"
"凱基-內湖","0","10","10","2.07%","2018-4-27"
"元大-古亭","10","0","10","2.07%","2018-4-27"
"玉山-板橋","0","10","10","2.07%","2018-4-27"
"新加坡商瑞銀","10","0","10","2.07%","2018-4-27"
"富邦-岡山","0","10","10","2.07%","2018-4-27"
"國泰-新莊","10","0","10","2.07%","2018-4-27"
"兆豐-新營","0","10","10","2.07%","2018-4-27"
"華南永昌","10","0","10","2.07%","2018-4-27"
"元大-新莊","0","10","10","2.07%","2018-4-27"
"富邦-台中","9","0","9","1.86%","2018-4-27"
"第一金-澎湖","0","10","10","2.07%","2018-4-27"
"永豐金-板新","10","1","9","1.86%","2018-4-27"
"統一-宜蘭","0","8","8","1.66%","2018-4-27"
"群益金鼎-大安","8","0","8","1.66%","2018-4-27"
"兆豐-台南","0","8","8","1.66%","2018-4-27"
"元大-內湖","8","1","7","1.45%","2018-4-27"
"元大-福營","0","8","8","1.66%","2018-4-27"
"美林","48","7","41","8.49%","2018-4-30"
"兆豐-南京","0","73","73","15.11%","2018-4-30"
"元富-永和","29","0","29","6%","2018-4-30"
"日盛-斗六","2","26","24","4.97%","2018-4-30"
"兆豐-中壢","27","0","27","5.59%","2018-4-30"
"日盛-台南","0","20","20","4.14%","2018-4-30"
"永豐金","23","0","23","4.76%","2018-4-30"
"凱基-台北","0","20","20","4.14%","2018-4-30"
"統一-仁愛","15","0","15","3.11%","2018-4-30"
"元大-開元","0","12","12","2.48%","2018-4-30"
"群益金鼎","13","0","13","2.69%","2018-4-30"
"國泰-板橋","0","11","11","2.28%","2018-4-30"
"國泰-忠孝","16","5","11","2.28%","2018-4-30"
"凱基-站前","0","10","10","2.07%","2018-4-30"
"統一-南京","10","0","10","2.07%","2018-4-30"
"大慶-富順","0","10","10","2.07%","2018-4-30"
"元大-東蘆","10","0","10","2.07%","2018-4-30"
"大昌","0","10","10","2.07%","2018-4-30"
"統一","10","0","10","2.07%","2018-4-30"
"玉山-士林","0","10","10","2.07%","2018-4-30"
"凱基-東勢","10","0","10","2.07%","2018-4-30"
"富邦-中壢","0","10","10","2.07%","2018-4-30"
"元大-南京","9","0","9","1.86%","2018-4-30"
"港商德意志","0","10","10","2.07%","2018-4-30"
"摩根大通","10","1","9","1.86%","2018-4-30"
"聯邦-富強","0","8","8","1.66%","2018-4-30"
"永豐金-中正","8","0","8","1.66%","2018-4-30"
"元大-新和平","0","8","8","1.66%","2018-4-30"
"元大-古亭","8","1","7","1.45%","2018-4-30"
"元大-彰化","0","8","8","1.66%","2018-4-30"
"華南永昌-潮州","48","7","41","8.49%","2018-5-2"
"美林","0","73","73","15.11%","2018-5-2"
"台新","29","0","29","6%","2018-5-2"
"兆豐-中壢","2","26","24","4.97%","2018-5-2"
"群益金鼎-丹鳳","27","0","27","5.59%","2018-5-2"
"元富-永和","0","20","20","4.14%","2018-5-2"
"元大-東蘆","23","0","23","4.76%","2018-5-2"
"瑞士信貸","0","20","20","4.14%","2018-5-2"
"華南永昌-南京","15","0","15","3.11%","2018-5-2"
"統一-仁愛","0","12","12","2.48%","2018-5-2"
"永豐金-中正","13","0","13","2.69%","2018-5-2"
"摩根大通","0","11","11","2.28%","2018-5-2"
"凱基-林口","16","5","11","2.28%","2018-5-2"
"美商高盛","0","10","10","2.07%","2018-5-2"
"富邦-內湖","10","0","10","2.07%","2018-5-2"
"凱基-埔墘","0","10","10","2.07%","2018-5-2"
"大昌-新店","10","0","10","2.07%","2018-5-2"
"日盛-文化","0","10","10","2.07%","2018-5-2"
"日進","10","0","10","2.07%","2018-5-2"
"凱基-大直","0","10","10","2.07%","2018-5-2"
"聯邦-富強","10","0","10","2.07%","2018-5-2"
"港商德意志","0","10","10","2.07%","2018-5-2"
"合庫-高雄","9","0","9","1.86%","2018-5-2"
"富邦-虎尾","0","10","10","2.07%","2018-5-2"
"群益金鼎-古亭","10","1","9","1.86%","2018-5-2"
"統一","0","8","8","1.66%","2018-5-2"
"華南永昌-高雄","8","0","8","1.66%","2018-5-2"
"新加坡商瑞銀","0","8","8","1.66%","2018-5-2"
"群益金鼎-經國","8","1","7","1.45%","2018-5-2"
"光和-虎尾","0","8","8","1.66%","2018-5-2"
"日盛-斗六","48","7","41","8.49%","2018-5-3"
"日盛-大墩","0","73","73","15.11%","2018-5-3"
"港商德意志","29","0","29","6%","2018-5-3"
"元大-南屯","2","26","24","4.97%","2018-5-3"
"元富-同大","27","0","27","5.59%","2018-5-3"
"國票-長城","0","20","20","4.14%","2018-5-3"
"國泰-板橋","23","0","23","4.76%","2018-5-3"
"美林","0","20","20","4.14%","2018-5-3"
"華南永昌-台中","15","0","15","3.11%","2018-5-3"
"港商野村","0","12","12","2.48%","2018-5-3"
"群益金鼎-民權","13","0","13","2.69%","2018-5-3"
"新光","0","11","11","2.28%","2018-5-3"
"大昌-安康","16","5","11","2.28%","2018-5-3"
"瑞士信貸","0","10","10","2.07%","2018-5-3"
"日盛-和美","10","0","10","2.07%","2018-5-3"
"統一-仁愛","0","10","10","2.07%","2018-5-3"
"富邦-仁愛","10","0","10","2.07%","2018-5-3"
"美商高盛","0","10","10","2.07%","2018-5-3"
"陽信-石牌","10","0","10","2.07%","2018-5-3"
"富邦-台南","0","10","10","2.07%","2018-5-3"
"日盛-內湖","10","0","10","2.07%","2018-5-3"
"新加坡商瑞銀","0","10","10","2.07%","2018-5-3"
"富邦-中壢","9","0","9","1.86%","2018-5-3"
"華南永昌-潮州","0","10","10","2.07%","2018-5-3"
"富邦-內湖","10","1","9","1.86%","2018-5-3"
"永豐金-博愛","0","8","8","1.66%","2018-5-3"
"凱基-台中","8","0","8","1.66%","2018-5-3"
"富邦-敦南","0","8","8","1.66%","2018-5-3"
"元大-台中","8","1","7","1.45%","2018-5-3"
"宏遠-館前","0","8","8","1.66%","2018-5-3"
"凱基-竹北","48","7","41","8.49%","2018-5-4"
"日盛-台南","0","73","73","15.11%","2018-5-4"
"華南永昌-南京","29","0","29","6%","2018-5-4"
"國票-北投","2","26","24","4.97%","2018-5-4"
"美商高盛","27","0","27","5.59%","2018-5-4"
"新光","0","20","20","4.14%","2018-5-4"
"華南永昌-潮州","23","0","23","4.76%","2018-5-4"
"瑞士信貸","0","20","20","4.14%","2018-5-4"
"德信","15","0","15","3.11%","2018-5-4"
"元大-東蘆","0","12","12","2.48%","2018-5-4"
"永豐金-中正","13","0","13","2.69%","2018-5-4"
"群益金鼎-屏東","0","11","11","2.28%","2018-5-4"
"元大-彰化","16","5","11","2.28%","2018-5-4"
"港商德意志","0","10","10","2.07%","2018-5-4"
"日盛-復興","10","0","10","2.07%","2018-5-4"
"日盛-大墩","0","10","10","2.07%","2018-5-4"
"中國信託-三重","10","0","10","2.07%","2018-5-4"
"元富-大裕","0","10","10","2.07%","2018-5-4"
"元大-新莊","10","0","10","2.07%","2018-5-4"
"富邦-台南","0","10","10","2.07%","2018-5-4"
"玉山-嘉義","10","0","10","2.07%","2018-5-4"
"兆豐-板橋","0","10","10","2.07%","2018-5-4"
"群益金鼎-丹鳳","9","0","9","1.86%","2018-5-4"
"統一","0","10","10","2.07%","2018-5-4"
"富邦-北投","10","1","9","1.86%","2018-5-4"
"宏遠-高雄","0","8","8","1.66%","2018-5-4"
"臺銀-新竹","8","0","8","1.66%","2018-5-4"
"日進","0","8","8","1.66%","2018-5-4"
"安泰","8","1","7","1.45%","2018-5-4"
"玉山-雙和","0","8","8","1.66%","2018-5-4"
"元大-開元","48","7","41","8.49%","2018-5-7"
"華南永昌","0","73","73","15.11%","2018-5-7"
"元大-新和平","29","0","29","6%","2018-5-7"
"玉山-板橋","2","26","24","4.97%","2018-5-7"
"美商高盛","27","0","27","5.59%","2018-5-7"
"永豐金-中正","0","20","20","4.14%","2018-5-7"
"富邦-內湖","23","0","23","4.76%","2018-5-7"
"瑞士信貸","0","20","20","4.14%","2018-5-7"
"大慶-富順","15","0","15","3.11%","2018-5-7"
"華南永昌-潮州","0","12","12","2.48%","2018-5-7"
"中國信託-高雄","13","0","13","2.69%","2018-5-7"
"台新-台中","0","11","11","2.28%","2018-5-7"
"群益金鼎-南京","16","5","11","2.28%","2018-5-7"
"康和-永和","0","10","10","2.07%","2018-5-7"
"元大-東港","10","0","10","2.07%","2018-5-7"
"新加坡商瑞銀","0","10","10","2.07%","2018-5-7"
"統一-南京","10","0","10","2.07%","2018-5-7"
"國泰-新莊","0","10","10","2.07%","2018-5-7"
"永豐金-天母","10","0","10","2.07%","2018-5-7"
"群益金鼎-民權","0","10","10","2.07%","2018-5-7"
"富邦-基隆","10","0","10","2.07%","2018-5-7"
"凱基-桃園","0","10","10","2.07%","2018-5-7"
"第一金-中壢","9","0","9","1.86%","2018-5-7"
"元大-大雅","0","10","10","2.07%","2018-5-7"
"北城","10","1","9","1.86%","2018-5-7"
"元大","0","8","8","1.66%","2018-5-7"
"元大-左營","8","0","8","1.66%","2018-5-7"
"元大-東蘆","0","8","8","1.66%","2018-5-7"
"永豐金-板盛","8","1","7","1.45%","2018-5-7"
"群益金鼎-丹鳳","0","8","8","1.66%","2018-5-7"
"華南永昌-南京","48","7","41","8.49%","2018-5-8"
"新加坡商瑞銀","0","73","73","15.11%","2018-5-8"
"日盛-斗六","29","0","29","6%","2018-5-8"
"康和-永和","2","26","24","4.97%","2018-5-8"
"統一","27","0","27","5.59%","2018-5-8"
"兆豐-台中港","0","20","20","4.14%","2018-5-8"
"宏遠-高雄","23","0","23","4.76%","2018-5-8"
"富邦-延吉","0","20","20","4.14%","2018-5-8"
"富邦-羅東","15","0","15","3.11%","2018-5-8"
"美商高盛","0","12","12","2.48%","2018-5-8"
"日盛-八德","13","0","13","2.69%","2018-5-8"
"群益金鼎-南京","0","11","11","2.28%","2018-5-8"
"統一-高雄","16","5","11","2.28%","2018-5-8"
"元富-宜蘭","0","10","10","2.07%","2018-5-8"
"富邦-內湖","10","0","10","2.07%","2018-5-8"
"國泰-板橋","0","10","10","2.07%","2018-5-8"
"富邦-中壢","10","0","10","2.07%","2018-5-8"
"瑞士信貸","0","10","10","2.07%","2018-5-8"
"凱基-市政","10","0","10","2.07%","2018-5-8"
"元大-左營","0","10","10","2.07%","2018-5-8"
"元大-新壢","10","0","10","2.07%","2018-5-8"
"永豐金-博愛","0","10","10","2.07%","2018-5-8"
"元大-台中中港","9","0","9","1.86%","2018-5-8"
"新光","0","10","10","2.07%","2018-5-8"
"大昌-樹林","10","1","9","1.86%","2018-5-8"
"臺銀-民權","0","8","8","1.66%","2018-5-8"
"國泰-台中","8","0","8","1.66%","2018-5-8"
"港商野村","0","8","8","1.66%","2018-5-8"
"永豐金-數位","8","1","7","1.45%","2018-5-8"
"港商德意志","0","8","8","1.66%","2018-5-8"
"福勝","48","7","41","8.49%","2018-5-9"
"國票-長城","0","73","73","15.11%","2018-5-9"
"統一","29","0","29","6%","2018-5-9"
"元大-開元","2","26","24","4.97%","2018-5-9"
"元大-古亭","27","0","27","5.59%","2018-5-9"
"元大-大甲","0","20","20","4.14%","2018-5-9"
"康和-高雄","23","0","23","4.76%","2018-5-9"
"元大-嘉義","0","20","20","4.14%","2018-5-9"
"臺銀-民權","15","0","15","3.11%","2018-5-9"
"(牛牛牛)亞-網路","0","12","12","2.48%","2018-5-9"
"華南永昌-高雄","13","0","13","2.69%","2018-5-9"
"康和-永和","0","11","11","2.28%","2018-5-9"
"永豐金-嘉義","16","5","11","2.28%","2018-5-9"
"大慶-富順","0","10","10","2.07%","2018-5-9"
"元富-新店","10","0","10","2.07%","2018-5-9"
"日盛-八德","0","10","10","2.07%","2018-5-9"
"玉山-桃園","10","0","10","2.07%","2018-5-9"
"新加坡商瑞銀","0","10","10","2.07%","2018-5-9"
"凱基-彰化","10","0","10","2.07%","2018-5-9"
"玉山-士林","0","10","10","2.07%","2018-5-9"
"中國信託-三重","10","0","10","2.07%","2018-5-9"
"永豐金-萬盛","0","10","10","2.07%","2018-5-9"
"日盛-板橋","9","0","9","1.86%","2018-5-9"
"富邦-民生","0","10","10","2.07%","2018-5-9"
"元大-高雄","10","1","9","1.86%","2018-5-9"
"元大-基隆孝二","0","8","8","1.66%","2018-5-9"
"元大-金華","8","0","8","1.66%","2018-5-9"
"日盛-大墩","0","8","8","1.66%","2018-5-9"
"國票-九鼎","8","1","7","1.45%","2018-5-9"
"大昌-安康","0","8","8","1.66%","2018-5-9"
"國票-長城","48","7","41","8.49%","2018-5-10"
"新加坡商瑞銀","0","73","73","15.11%","2018-5-10"
"永豐金-信義","29","0","29","6%","2018-5-10"
"國票-北投","2","26","24","4.97%","2018-5-10"
"港商野村","27","0","27","5.59%","2018-5-10"
"元大-四維","0","20","20","4.14%","2018-5-10"
"統一","23","0","23","4.76%","2018-5-10"
"元富-大裕","0","20","20","4.14%","2018-5-10"
"台灣匯立證券","15","0","15","3.11%","2018-5-10"
"永豐金-天母","0","12","12","2.48%","2018-5-10"
"兆豐-忠孝","13","0","13","2.69%","2018-5-10"
"土銀-新竹","0","11","11","2.28%","2018-5-10"
"中國信託","16","5","11","2.28%","2018-5-10"
"康和-永和","0","10","10","2.07%","2018-5-10"
"華南永昌","10","0","10","2.07%","2018-5-10"
"大昌-安康","0","10","10","2.07%","2018-5-10"
"鑫豐","10","0","10","2.07%","2018-5-10"
"國泰-板橋","0","10","10","2.07%","2018-5-10"
"國泰","10","0","10","2.07%","2018-5-10"
"大慶-富順","0","10","10","2.07%","2018-5-10"
"元大-華山","10","0","10","2.07%","2018-5-10"
"日盛-木柵","0","10","10","2.07%","2018-5-10"
"元大-南京","9","0","9","1.86%","2018-5-10"
"日盛-大墩","0","10","10","2.07%","2018-5-10"
"宏遠-館前","10","1","9","1.86%","2018-5-10"
"中國信託-三重","0","8","8","1.66%","2018-5-10"
"統一-古亭","8","0","8","1.66%","2018-5-10"
"瑞士信貸","0","8","8","1.66%","2018-5-10"
"永豐金-南京","8","1","7","1.45%","2018-5-10"
"德信","0","8","8","1.66%","2018-5-10"
"台新","48","7","41","8.49%","2018-5-11"
"瑞士信貸","0","73","73","15.11%","2018-5-11"
"中國信託-三重","29","0","29","6%","2018-5-11"
"元大-新莊","2","26","24","4.97%","2018-5-11"
"富邦-延吉","27","0","27","5.59%","2018-5-11"
"福勝","0","20","20","4.14%","2018-5-11"
"元大-古亭","23","0","23","4.76%","2018-5-11"
"永豐金-南京","0","20","20","4.14%","2018-5-11"
"元大-竹科","15","0","15","3.11%","2018-5-11"
"美商高盛","0","12","12","2.48%","2018-5-11"
"日盛-大墩","13","0","13","2.69%","2018-5-11"
"元大-彰化","0","11","11","2.28%","2018-5-11"
"統一","16","5","11","2.28%","2018-5-11"
"日盛-文化","0","10","10","2.07%","2018-5-11"
"元大-內湖","10","0","10","2.07%","2018-5-11"
"國票-九鼎","0","10","10","2.07%","2018-5-11"
"凱基-板橋","10","0","10","2.07%","2018-5-11"
"統一-古亭","0","10","10","2.07%","2018-5-11"
"光和-嘉義","10","0","10","2.07%","2018-5-11"
"永豐金-潮州","0","10","10","2.07%","2018-5-11"
"大昌-安康","10","0","10","2.07%","2018-5-11"
"統一-高雄","0","10","10","2.07%","2018-5-11"
"元大-桃興","9","0","9","1.86%","2018-5-11"
"元富-大裕","0","10","10","2.07%","2018-5-11"
"中國信託-忠孝","10","1","9","1.86%","2018-5-11"
"德信","0","8","8","1.66%","2018-5-11"
"新光","8","0","8","1.66%","2018-5-11"
"日盛-宜蘭","0","8","8","1.66%","2018-5-11"
"元大-南屯","8","1","7","1.45%","2018-5-11"
"鑫豐","0","8","8","1.66%","2018-5-11"
"台灣匯立證券","48","7","41","8.49%","2018-5-14"
"統一","0","73","73","15.11%","2018-5-14"
"群益金鼎-開元","29","0","29","6%","2018-5-14"
"群益金鼎-三民","2","26","24","4.97%","2018-5-14"
"日盛-斗六","27","0","27","5.59%","2018-5-14"
"中國信託-新竹","0","20","20","4.14%","2018-5-14"
"元大-敦化","23","0","23","4.76%","2018-5-14"
"日盛-大墩","0","20","20","4.14%","2018-5-14"
"元大-鎮北","15","0","15","3.11%","2018-5-14"
"永豐金-中正","0","12","12","2.48%","2018-5-14"
"台灣企銀-豐原","13","0","13","2.69%","2018-5-14"
"中國信託","0","11","11","2.28%","2018-5-14"
"大慶-中壢","16","5","11","2.28%","2018-5-14"
"國泰","0","10","10","2.07%","2018-5-14"
"富邦-內湖","10","0","10","2.07%","2018-5-14"
"華南永昌","0","10","10","2.07%","2018-5-14"
"華南永昌-公誠","10","0","10","2.07%","2018-5-14"
"元大-南京","0","10","10","2.07%","2018-5-14"
"群益金鼎-南三重","10","0","10","2.07%","2018-5-14"
"瑞士信貸","0","10","10","2.07%","2018-5-14"
"合庫證券","10","0","10","2.07%","2018-5-14"
"華南永昌-民權","0","10","10","2.07%","2018-5-14"
"宏遠-高雄","9","0","9","1.86%","2018-5-14"
"富邦-延吉","0","10","10","2.07%","2018-5-14"
"台新-左楠","10","1","9","1.86%","2018-5-14"
"元大-板橋三民","0","8","8","1.66%","2018-5-14"
"新光","8","0","8","1.66%","2018-5-14"
"玉山-桃園","0","8","8","1.66%","2018-5-14"
"統一-南京","8","1","7","1.45%","2018-5-14"
"凱基-埔墘","0","8","8","1.66%","2018-5-14"
"瑞士信貸","48","7","41","8.49%","2018-5-15"
"統一-板橋","0","73","73","15.11%","2018-5-15"
"新光-高雄","29","0","29","6%","2018-5-15"
"新光-台中","2","26","24","4.97%","2018-5-15"
"美商高盛","27","0","27","5.59%","2018-5-15"
"富邦-嘉義","0","20","20","4.14%","2018-5-15"
"華南永昌-高雄","23","0","23","4.76%","2018-5-15"
"群益金鼎-土城","0","20","20","4.14%","2018-5-15"
"兆豐-板橋","15","0","15","3.11%","2018-5-15"
"玉山","0","12","12","2.48%","2018-5-15"
"玉山-台中","13","0","13","2.69%","2018-5-15"
"統一-南京","0","11","11","2.28%","2018-5-15"
"國泰-台南","16","5","11","2.28%","2018-5-15"
"元大-敦南","0","10","10","2.07%","2018-5-15"
"永豐金-信義","10","0","10","2.07%","2018-5-15"
"宏遠-高雄","0","10","10","2.07%","2018-5-15"
"永豐金-中正","10","0","10","2.07%","2018-5-15"
"玉山-士林","0","10","10","2.07%","2018-5-15"
"大昌","10","0","10","2.07%","2018-5-15"
"華南永昌-公誠","0","10","10","2.07%","2018-5-15"
"元大-左營","10","0","10","2.07%","2018-5-15"
"華南永昌-台中","0","10","10","2.07%","2018-5-15"
"中國信託-忠孝","9","0","9","1.86%","2018-5-15"
"富邦-延吉","0","10","10","2.07%","2018-5-15"
"群益金鼎-潭子","10","1","9","1.86%","2018-5-15"
"元大","0","8","8","1.66%","2018-5-15"
"致和-金華","8","0","8","1.66%","2018-5-15"
"凱基-台北","0","8","8","1.66%","2018-5-15"
"凱基-南崁","8","1","7","1.45%","2018-5-15"
"元富-文心","0","8","8","1.66%","2018-5-15"
"美林","48","7","41","8.49%","2018-5-16"
"新光-高雄","0","73","73","15.11%","2018-5-16"
"元富-大裕","29","0","29","6%","2018-5-16"
"元大-開元","2","26","24","4.97%","2018-5-16"
"台灣匯立證券","27","0","27","5.59%","2018-5-16"
"玉山-台中","0","20","20","4.14%","2018-5-16"
"統一","23","0","23","4.76%","2018-5-16"
"華南永昌-南京","0","20","20","4.14%","2018-5-16"
"國票-北投","15","0","15","3.11%","2018-5-16"
"華南永昌-高雄","0","12","12","2.48%","2018-5-16"
"瑞士信貸","13","0","13","2.69%","2018-5-16"
"統一-屏東","0","11","11","2.28%","2018-5-16"
"永豐金-中正","16","5","11","2.28%","2018-5-16"
"大昌-新店","0","10","10","2.07%","2018-5-16"
"永豐金-竹科","10","0","10","2.07%","2018-5-16"
"大昌-樹林","0","10","10","2.07%","2018-5-16"
"元大-館前","10","0","10","2.07%","2018-5-16"
"元大-彰化","0","10","10","2.07%","2018-5-16"
"永豐金-信義","10","0","10","2.07%","2018-5-16"
"新光","0","10","10","2.07%","2018-5-16"
"國票-博愛","10","0","10","2.07%","2018-5-16"
"臺銀-臺中","0","10","10","2.07%","2018-5-16"
"國票-內壢","9","0","9","1.86%","2018-5-16"
"元大-新竹經國","0","10","10","2.07%","2018-5-16"
"富邦-大同","10","1","9","1.86%","2018-5-16"
"華南永昌-台中","0","8","8","1.66%","2018-5-16"
"富邦-仁愛","8","0","8","1.66%","2018-5-16"
"元大-西門","0","8","8","1.66%","2018-5-16"
"兆豐-大同","8","1","7","1.45%","2018-5-16"
"兆豐-新莊","0","8","8","1.66%","2018-5-16"
"富邦","48","7","41","8.49%","2018-5-17"
"日盛-斗六","0","73","73","15.11%","2018-5-17"
"統一-台中","29","0","29","6%","2018-5-17"
"華南永昌-南京","2","26","24","4.97%","2018-5-17"
"富邦-建國","27","0","27","5.59%","2018-5-17"
"國票-九鼎","0","20","20","4.14%","2018-5-17"
"國票-敦北法人","23","0","23","4.76%","2018-5-17"
"元富-城東","0","20","20","4.14%","2018-5-17"
"元大","15","0","15","3.11%","2018-5-17"
"統一-高雄","0","12","12","2.48%","2018-5-17"
"大鼎","13","0","13","2.69%","2018-5-17"
"永豐金-潮州","0","11","11","2.28%","2018-5-17"
"元大-新壢","16","5","11","2.28%","2018-5-17"
"元大-館前","0","10","10","2.07%","2018-5-17"
"瑞士信貸","10","0","10","2.07%","2018-5-17"
"中國信託-三重","0","10","10","2.07%","2018-5-17"
"元富-台中","10","0","10","2.07%","2018-5-17"
"富邦-高雄","0","10","10","2.07%","2018-5-17"
"統一-南京","10","0","10","2.07%","2018-5-17"
"群益金鼎-開元","0","10","10","2.07%","2018-5-17"
"凱基-板橋","10","0","10","2.07%","2018-5-17"
"元大-古亭","0","10","10","2.07%","2018-5-17"
"元富-永和","9","0","9","1.86%","2018-5-17"
"國泰-高雄","0","10","10","2.07%","2018-5-17"
"美林","10","1","9","1.86%","2018-5-17"
"富邦-天母","0","8","8","1.66%","2018-5-17"
"凱基-大直","8","0","8","1.66%","2018-5-17"
"統一-屏東","0","8","8","1.66%","2018-5-17"
"元大-頭份","8","1","7","1.45%","2018-5-17"
"第一金-新竹","0","8","8","1.66%","2018-5-17"
"美林","48","7","41","8.49%","2018-5-18"
"富邦","0","73","73","15.11%","2018-5-18"
"新光","29","0","29","6%","2018-5-18"
"永豐金-信義","2","26","24","4.97%","2018-5-18"
"日盛-斗六","27","0","27","5.59%","2018-5-18"
"國票-敦北法人","0","20","20","4.14%","2018-5-18"
"凱基-城中","23","0","23","4.76%","2018-5-18"
"富邦-建國","0","20","20","4.14%","2018-5-18"
"凱基-東門","15","0","15","3.11%","2018-5-18"
"宏遠","0","12","12","2.48%","2018-5-18"
"富邦-敦南","13","0","13","2.69%","2018-5-18"
"統一-台中","0","11","11","2.28%","2018-5-18"
"元大-大甲","16","5","11","2.28%","2018-5-18"
"元大","0","10","10","2.07%","2018-5-18"
"群益金鼎-三民","10","0","10","2.07%","2018-5-18"
"台灣匯立證券","0","10","10","2.07%","2018-5-18"
"臺銀-新竹","10","0","10","2.07%","2018-5-18"
"永豐金-南京","0","10","10","2.07%","2018-5-18"
"日盛-和美","10","0","10","2.07%","2018-5-18"
"中國信託-三重","0","10","10","2.07%","2018-5-18"
"華南永昌-南京","10","0","10","2.07%","2018-5-18"
"大鼎","0","10","10","2.07%","2018-5-18"
"群益金鼎-忠孝","9","0","9","1.86%","2018-5-18"
"統一-南京","0","10","10","2.07%","2018-5-18"
"台灣企銀-台南","10","1","9","1.86%","2018-5-18"
"元大-新壢","0","8","8","1.66%","2018-5-18"
"日盛-復興","8","0","8","1.66%","2018-5-18"
"永豐金-潮州","0","8","8","1.66%","2018-5-18"
"兆豐-大安","8","1","7","1.45%","2018-5-18"
"元大-南京","0","8","8","1.66%","2018-5-18"
"統一-內湖","48","7","41","8.49%","2018-5-21"
"兆豐-東門","0","73","73","15.11%","2018-5-21"
"凱基-城中","29","0","29","6%","2018-5-21"
"宏遠","2","26","24","4.97%","2018-5-21"
"中國信託-三重","27","0","27","5.59%","2018-5-21"
"凱基-台北","0","20","20","4.14%","2018-5-21"
"美林","23","0","23","4.76%","2018-5-21"
"統一-南京","0","20","20","4.14%","2018-5-21"
"元大-八德","15","0","15","3.11%","2018-5-21"
"元富-台中","0","12","12","2.48%","2018-5-21"
"鑫豐","13","0","13","2.69%","2018-5-21"
"瑞士信貸","0","11","11","2.28%","2018-5-21"
"華南永昌-大安","16","5","11","2.28%","2018-5-21"
"國泰-忠孝","0","10","10","2.07%","2018-5-21"
"國票-內壢","10","0","10","2.07%","2018-5-21"
"玉山-雙和","0","10","10","2.07%","2018-5-21"
"永豐金-竹科","10","0","10","2.07%","2018-5-21"
"凱基-竹北","0","10","10","2.07%","2018-5-21"
"日盛-忠孝","10","0","10","2.07%","2018-5-21"
"新光","0","10","10","2.07%","2018-5-21"
"富隆-長安","10","0","10","2.07%","2018-5-21"
"富邦-敦南","0","10","10","2.07%","2018-5-21"
"元大-雙和","9","0","9","1.86%","2018-5-21"
"華南永昌-南京","0","10","10","2.07%","2018-5-21"
"元大-桃園","10","1","9","1.86%","2018-5-21"
"凱基-南京(停)","0","8","8","1.66%","2018-5-21"
"凱基-湖口","8","0","8","1.66%","2018-5-21"
"中國信託-忠孝","0","8","8","1.66%","2018-5-21"
"元富-西松","8","1","7","1.45%","2018-5-21"
"港商德意志","0","8","8","1.66%","2018-5-21"
"富邦-板橋","48","7","41","8.49%","2018-5-22"
"中國信託-三重","0","73","73","15.11%","2018-5-22"
"美林","29","0","29","6%","2018-5-22"
"統一-內湖","2","26","24","4.97%","2018-5-22"
"日盛-鳳山","27","0","27","5.59%","2018-5-22"
"玉山-新莊","0","20","20","4.14%","2018-5-22"
"新光-台中","23","0","23","4.76%","2018-5-22"
"瑞士信貸","0","20","20","4.14%","2018-5-22"
"港商德意志","15","0","15","3.11%","2018-5-22"
"日盛-斗六","0","12","12","2.48%","2018-5-22"
"元富-四維","13","0","13","2.69%","2018-5-22"
"國票-北高雄","0","11","11","2.28%","2018-5-22"
"群益金鼎-高雄","16","5","11","2.28%","2018-5-22"
"元大-八德","0","10","10","2.07%","2018-5-22"
"合庫- 台中","10","0","10","2.07%","2018-5-22"
"美商高盛","0","10","10","2.07%","2018-5-22"
"統一-宜蘭","10","0","10","2.07%","2018-5-22"
"統一-城中","0","10","10","2.07%","2018-5-22"
"臺銀-金山","10","0","10","2.07%","2018-5-22"
"元大-西屯","0","10","10","2.07%","2018-5-22"
"華南永昌-南京","10","0","10","2.07%","2018-5-22"
"元大-草屯","0","10","10","2.07%","2018-5-22"
"兆豐-埔墘","9","0","9","1.86%","2018-5-22"
"元大-前金","0","10","10","2.07%","2018-5-22"
"康和-仁愛","10","1","9","1.86%","2018-5-22"
"日盛-忠孝","0","8","8","1.66%","2018-5-22"
